#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
280748	8312	1452	113909	107836	LA16c-314G4.3	-	AXIN1	CSNK1A1	AXIN|PPP1R49	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Phenotypic Suppression	genetic	Zhang Y (2002)	PUBMED:11884395	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15169	-	NP_003493|NP_851393	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
280751	1452	8312	107836	113909	-	LA16c-314G4.3	CSNK1A1	AXIN1	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	AXIN|PPP1R49	Affinity Capture-Western	physical	Zhang Y (2002)	PUBMED:11884395	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	O15169	-	NP_003493|NP_851393	-	-	-	-	-	-	Homo sapiens	Homo sapiens
286333	11033	1452	116222	107836	-	-	ADAP1	CSNK1A1	CENTA1|GCS1L|p42IP4	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Reconstituted Complex	physical	Dubois T (2001)	PUBMED:11278595	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O75689	A8K3A2|B4DUZ7	NP_006860|NP_001271240|NP_001271238|NP_001271237|NP_001271239	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
286334	11033	1452	116222	107836	-	-	ADAP1	CSNK1A1	CENTA1|GCS1L|p42IP4	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-Western	physical	Dubois T (2001)	PUBMED:11278595	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O75689	A8K3A2|B4DUZ7	NP_006860|NP_001271240|NP_001271238|NP_001271237|NP_001271239	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
315107	1452	7133	107836	112987	-	-	CSNK1A1	TNFRSF1B	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	CD120b|TBPII|TNF-R-II|TNF-R75|TNFBR|TNFR1B|TNFR2|TNFR80|p75|p75TNFR	Biochemical Activity	physical	Beyaert R (1995)	PUBMED:7559483	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	P20333	-	NP_001057	-	-	-	-	-	-	Homo sapiens	Homo sapiens
316681	1131	1452	107553	107836	-	-	CHRM3	CSNK1A1	EGBRS|HM3	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Reconstituted Complex	physical	Budd DC (2000)	PUBMED:10777483	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P20309	A0A024R3S2	NP_000731	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
342916	1452	854702	107836	34887	-	YIL104C	CSNK1A1	SHQ1	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	-	Biochemical Activity	physical	Godin KS (2009)	PUBMED:19426738	9606	559292	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	P40486	-	NP_012162	-	-	-	-	-	-	Homo sapiens	Saccharomyces cerevisiae (S288c)
342917	1452	324	107836	106821	-	-	CSNK1A1	APC	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	BTPS2|DP2|DP2.5|DP3|GS|PPP1R46	Biochemical Activity	physical	Godin KS (2009)	PUBMED:19426738	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	P25054	Q4LE70|B7Z2B6	NP_000029|NP_001120982|NP_001120983|NP_001341835|NP_001341834|NP_001341828|NP_001341829|NP_001341831|NP_001341830|NP_001341833|NP_001341832|NP_001341826|NP_001341827|NP_001341824|NP_001341825	-	-	-	-	-	-	Homo sapiens	Homo sapiens
343510	1452	23239	107836	116843	-	-	CSNK1A1	PHLPP1	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	PHLPP|PLEKHE1|SCOP	Biochemical Activity	physical	Li X (2009)	PUBMED:19797085	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	O60346	-	NP_919431	-	-	-	-	-	-	Homo sapiens	Homo sapiens
465091	4194	1452	110359	107836	RP11-430C7.1	-	MDM4	CSNK1A1	HDMX|MDMX|MRP1	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-Western	physical	Chen L (2005)	PUBMED:16024788	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15151	Q68DC0|A0A087WTR9|Q59FS6|A0A087WUE3|A0A024R990|A0A087WZ58	NP_001265445|NP_001265447|NP_001265446|NP_002384|NP_001265448|NP_001191100|NP_001191101	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
465093	1452	4194	107836	110359	-	RP11-430C7.1	CSNK1A1	MDM4	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	HDMX|MDMX|MRP1	Reconstituted Complex	physical	Chen L (2005)	PUBMED:16024788	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	O15151	Q68DC0|A0A087WTR9|Q59FS6|A0A087WUE3|A0A024R990|A0A087WZ58	NP_001265445|NP_001265447|NP_001265446|NP_002384|NP_001265448|NP_001191100|NP_001191101	-	-	-	-	-	-	Homo sapiens	Homo sapiens
561215	1452	10892	107836	116098	-	-	CSNK1A1	MALT1	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	IMD12|MLT|MLT1	Affinity Capture-Western	physical	Carvalho G (2010)	PUBMED:20551178	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	Q9UDY8	A8K5S1	NP_006776|NP_776216	-	-	-	-	-	-	Homo sapiens	Homo sapiens
561216	1452	8915	107836	114429	-	RP11-234D19.2	CSNK1A1	BCL10	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	CARMEN|CIPER|CLAP|IMD37|c-E10|mE10	Affinity Capture-Western	physical	Carvalho G (2010)	PUBMED:20551178	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	O95999	-	NP_001307644|NP_003912	-	-	-	-	-	-	Homo sapiens	Homo sapiens
561217	1452	4792	107836	110859	-	-	CSNK1A1	NFKBIA	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	IKBA|MAD-3|NFKBI	Affinity Capture-Western	physical	Carvalho G (2010)	PUBMED:20551178	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	P25963	-	NP_065390	-	-	-	-	-	-	Homo sapiens	Homo sapiens
561220	4792	1452	110859	107836	-	-	NFKBIA	CSNK1A1	IKBA|MAD-3|NFKBI	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-Western	physical	Carvalho G (2010)	PUBMED:20551178	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P25963	-	NP_065390	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
577503	12412	1452	198534	107836	RP23-353J21.1	-	Cbx1	CSNK1A1	Cbx|Cbx-rs2|E430007M08Rik|HP1B|Hp1beta|M31|MOD1	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-MS	physical	Hutchins JR (2010)	PUBMED:20360068	10090	9606	High Throughput	-	-	-	-	BIOGRID	P83917	-	NP_031648	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Mus musculus	Homo sapiens
591406	4193	1452	110358	107836	-	-	MDM2	CSNK1A1	ACTFS|HDMX|hdm2	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-Western	physical	Huart AS (2009)	PUBMED:19759023	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
591407	7157	1452	113010	107836	-	-	TP53	CSNK1A1	BCC7|LFS1|P53|TRP53	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-Western	physical	Huart AS (2009)	PUBMED:19759023	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
591408	1869	1452	108201	107836	-	-	E2F1	CSNK1A1	E2F-1|RBAP1|RBBP3|RBP3	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-Western	physical	Huart AS (2009)	PUBMED:19759023	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q01094	Q9BSD8	NP_005216	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
603775	4194	1452	110359	107836	RP11-430C7.1	-	MDM4	CSNK1A1	HDMX|MDMX|MRP1	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-Western	physical	Li M (2011)	PUBMED:21925390	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15151	Q68DC0|A0A087WTR9|Q59FS6|A0A087WUE3|A0A024R990|A0A087WZ58	NP_001265445|NP_001265447|NP_001265446|NP_002384|NP_001265448|NP_001191100|NP_001191101	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
615705	10987	1452	116183	107836	-	-	COPS5	CSNK1A1	CSN5|JAB1|MOV-34|SGN5	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-Western	physical	Huang X (2009)	PUBMED:19576224	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92905	A0A024R7W9	NP_006828	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
663619	1994	1452	108309	107836	-	-	ELAVL1	CSNK1A1	ELAV1|HUR|Hua|MelG	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-RNA	physical	Abdelmohsen K (2009)	PUBMED:19322201	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q15717	-	NP_001410	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	BTO:0000567	HeLa cell	cell line	DOID:3702	cervical adenocarcinoma	-	Homo sapiens	Homo sapiens
670183	30011	1452	119029	107836	RP11-345L8.1	-	SH3KBP1	CSNK1A1	CD2BP3|CIN85|GIG10|HSB-1|HSB1|MIG18	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-MS	physical	Havrylov S (2009)	PUBMED:19531213	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96B97	Q5JPT6	NP_001171889|NP_114098|NP_001340819|NP_001019837|NP_001340824|NP_001340821|NP_001340820|NP_001340823|NP_001340822	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
679738	1452	993	107836	107428	-	-	CSNK1A1	CDC25A	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	CDC25A2	Biochemical Activity	physical	Honaker Y (2010)	PUBMED:20348946	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	P30304	D8KXX0|A0A024R2R6|A0A024R2S4|K7N7S0	NP_001780|NP_963861	-	-	-	-	-	-	Homo sapiens	Homo sapiens
682197	1452	5144	107836	111170	-	-	CSNK1A1	PDE4D	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	Biochemical Activity	physical	Zhu H (2010)	PUBMED:20647544	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	Q08499	-	NP_001184152|NP_001184151|NP_001184150|NP_001184147|NP_001159371|NP_001184149|NP_001184148|NP_006194|NP_001098101	-	-	-	-	-	-	Homo sapiens	Homo sapiens
685632	1452	3308	107836	109540	-	-	CSNK1A1	HSPA4	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY	Biochemical Activity	physical	Muller P (2012)	PUBMED:22824801	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	P34932	-	NP_002145	-	-	-	-	-	-	Homo sapiens	Homo sapiens
685635	1452	3320	107836	109552	-	-	CSNK1A1	HSP90AA1	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Biochemical Activity	physical	Muller P (2012)	PUBMED:22824801	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
695465	4193	1452	110358	107836	-	-	MDM2	CSNK1A1	ACTFS|HDMX|hdm2	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Affinity Capture-Western	physical	Huart AS (2012)	PUBMED:22916255	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
695466	1452	4193	107836	110358	-	-	CSNK1A1	MDM2	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	ACTFS|HDMX|hdm2	Affinity Capture-Western	physical	Huart AS (2012)	PUBMED:22916255	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	Q00987	A7UKX8|Q96DS0|A7UKX9|A7UKX7|G3XA89	NP_001354919|NP_001265391|NP_002383|NP_001138811|NP_001138812|NP_001138809	-	-	-	-	-	-	Homo sapiens	Homo sapiens
716294	1452	2737	107836	108999	-	-	CSNK1A1	GLI3	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	ACLS|GCPS|GLI3-190|GLI3FL|PAP-A|PAPA|PAPA1|PAPB|PHS|PPDIV	Biochemical Activity	physical	Wang B (2006)	PUBMED:16371461	9606	9606	Low Throughput	-	Phosphorylation	phosphorylation by PKA of the Gli3 protein primes the further phosphorylation of the protein by CK1 and GSK3 in vitro	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	P10071	-	NP_000159	-	-	-	-	-	-	Homo sapiens	Homo sapiens
721667	1452	4137	107836	110308	-	-	CSNK1A1	MAPT	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	Biochemical Activity	physical	Wang JZ (1998)	PUBMED:9771888	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	P10636	B3KTM0|A0A024R9Y1|A0A024RA17|A0A024RA19|A0A024R9Y0	NP_001364195|NP_001364194|NP_005901|NP_001364197|NP_001364196|NP_058519|NP_058518|NP_001190181|NP_001190180|NP_001116538|NP_001116539|NP_058525	-	-	-	-	-	-	Homo sapiens	Homo sapiens
735643	1452	6622	107836	112506	-	-	CSNK1A1	SNCA	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	NACP|PARK1|PARK4|PD1	Biochemical Activity	physical	Okochi M (2000)	PUBMED:10617630	9606	9606	Low Throughput	-	Phosphorylation	figure 5.	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	P37840	H6UYS5	NP_000336|NP_009292|NP_001362216|NP_001362217|NP_001362214|NP_001362215|NP_001139526|NP_001139527	-	-	-	-	-	-	Homo sapiens	Homo sapiens
736151	1452	6622	107836	112506	-	-	CSNK1A1	SNCA	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	NACP|PARK1|PARK4|PD1	Biochemical Activity	physical	Kim EJ (2006)	PUBMED:16959772	9606	9606	Low Throughput	-	Phosphorylation	figure 4C.	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	P37840	H6UYS5	NP_000336|NP_009292|NP_001362216|NP_001362217|NP_001362214|NP_001362215|NP_001139526|NP_001139527	-	-	-	-	-	-	Homo sapiens	Homo sapiens
751379	1452	8394	107836	113983	-	RP11-68I18.9	CSNK1A1	PIP5K1A	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	-	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.799	-	Denoised score >= 0.75	-	BIOGRID	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	Q99755	A6PW57	NP_003548|NP_001129109|NP_001317618|NP_001129110|NP_001129108	-	-	-	-	-	-	Homo sapiens	Homo sapiens
751838	11052	1452	116238	107836	-	-	CPSF6	CSNK1A1	CFIM|CFIM68|HPBRII-4|HPBRII-7	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.791	-	Denoised score >= 0.75	-	BIOGRID	Q16630	-	NP_008938|NP_001287876	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
800223	94274	1452	125153	107836	-	-	PPP1R14A	CSNK1A1	CPI-17|CPI17|PPP1INL	CK1|CK1a|CKIa|HEL-S-77p|HLCDGP1|PRO2975	Reconstituted Complex	physical	Zemlickova E (2004)	PUBMED:15003508	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96A00	-	NP_150281|NP_001230876	P48729	B4DER9|Q6PJ06	NP_001020276|NP_001258670|NP_001258671|NP_001883	-	-	-	-	-	-	Homo sapiens	Homo sapiens
