#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
100194	855897	856723	35980	36736	YPL204W	YER006W	HRR25	NUG1	KTI14|serine/threonine protein kinase HRR25|L000000810	RNA-binding GTPase NUG1	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P40010	-	NP_010921	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100195	855897	852767	35980	33140	YPL204W	YGL111W	HRR25	NSA1	KTI14|serine/threonine protein kinase HRR25|L000000810	-	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P53136	-	NP_011404	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100196	855897	852678	35980	33060	YPL204W	YGL197W	HRR25	MDS3	KTI14|serine/threonine protein kinase HRR25|L000000810	L000003960	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P53094	-	NP_011318	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100197	855897	852229	35980	32647	YPL204W	YBL051C	HRR25	PIN4	KTI14|serine/threonine protein kinase HRR25|L000000810	MDT1	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P34217	-	NP_009502	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100198	855897	851587	35980	32074	YPL204W	YDR023W	HRR25	SES1	KTI14|serine/threonine protein kinase HRR25|L000000810	serine--tRNA ligase SES1|SerRS|L000001867	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P07284	-	NP_010306	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100199	855897	852977	35980	33328	YPL204W	YGR086C	HRR25	PIL1	KTI14|serine/threonine protein kinase HRR25|L000000810	lipid-binding protein PIL1	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P53252	-	NP_011600	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100200	855897	851499	35980	31998	YPL204W	YDL060W	HRR25	TSR1	KTI14|serine/threonine protein kinase HRR25|L000000810	-	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	Q07381	-	NP_010223	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100201	855897	853059	35980	33403	YPL204W	YGR155W	HRR25	CYS4	KTI14|serine/threonine protein kinase HRR25|L000000810	NHS5|STR4|VMA41|cystathionine beta-synthase CYS4|L000001248|L000000471	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P32582	-	NP_011671	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100202	855897	850551	35980	31149	YPL204W	YFR001W	HRR25	LOC1	KTI14|serine/threonine protein kinase HRR25|L000000810	-	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P43586	-	NP_116656	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100203	855897	856498	35980	36531	YPL204W	YHR098C	HRR25	SFB3	KTI14|serine/threonine protein kinase HRR25|L000000810	LST1|L000004659	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P38810	-	NP_011966	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100204	855897	856289	35980	36333	YPL204W	YPR160W	HRR25	GPH1	KTI14|serine/threonine protein kinase HRR25|L000000810	L000000724	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P06738	-	NP_015486	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100205	855897	854407	35980	34625	YPL204W	YOR232W	HRR25	MGE1	KTI14|serine/threonine protein kinase HRR25|L000000810	YGE1|GRPE|L000000729|L000002638|L000001101	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P38523	-	NP_014875	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100206	855897	851494	35980	31994	YPL204W	YDL065C	HRR25	PEX19	KTI14|serine/threonine protein kinase HRR25|L000000810	PAS12|L000003965	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	Q07418	-	NP_010218	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100207	855897	851019	35980	31575	YPL204W	YLR310C	HRR25	CDC25	KTI14|serine/threonine protein kinase HRR25|L000000810	CTN1|Ras family guanine nucleotide exchange factor CDC25|CDC25|L000000264|L000000263	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P04821	-	NP_013413	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100208	855897	850686	35980	31273	YPL204W	YLL001W	HRR25	DNM1	KTI14|serine/threonine protein kinase HRR25|L000000810	dynamin-related GTPase DNM1|L000002645	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P54861	-	NP_013100	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100209	855897	852549	35980	32942	YPL204W	YBR247C	HRR25	ENP1	KTI14|serine/threonine protein kinase HRR25|L000000810	MEG1|L000003200|L000001059	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P38333	-	NP_009806	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100210	855897	852422	35980	32826	YPL204W	YBR125C	HRR25	PTC4	KTI14|serine/threonine protein kinase HRR25|L000000810	GCT1|type 2C protein phosphatase PTC4	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P38089	-	NP_009683	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100211	855897	853777	35980	34048	YPL204W	YKL085W	HRR25	MDH1	KTI14|serine/threonine protein kinase HRR25|L000000810	malate dehydrogenase MDH1|L000001045	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P17505	-	NP_012838	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100212	855897	852526	35980	32921	YPL204W	YBR225W	HRR25	YBR225W	KTI14|serine/threonine protein kinase HRR25|L000000810	-	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P38321	-	NP_009784	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100213	855897	855514	35980	35629	YPL204W	YNL207W	HRR25	RIO2	KTI14|serine/threonine protein kinase HRR25|L000000810	protein kinase RIO2	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P40160	-	NP_014192	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100214	855897	854390	35980	34610	YPL204W	YOR215C	HRR25	AIM41	KTI14|serine/threonine protein kinase HRR25|L000000810	-	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	Q12032	-	NP_014858	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100215	855897	856027	35980	36102	YPL204W	YPL078C	HRR25	ATP4	KTI14|serine/threonine protein kinase HRR25|L000000810	LPF7|F1F0 ATP synthase subunit 4|L000000144	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P05626	-	NP_015247	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100216	855897	850633	35980	31226	YPL204W	YLL026W	HRR25	HSP104	KTI14|serine/threonine protein kinase HRR25|L000000810	chaperone ATPase HSP104|L000000823	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P31539	-	NP_013074	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100217	855897	856600	35980	36627	YPL204W	YHR193C	HRR25	EGD2	KTI14|serine/threonine protein kinase HRR25|L000000810	L000000546|L000002606	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P38879	-	NP_012063	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100218	855897	850450	35980	31060	YPL204W	YCR088W	HRR25	ABP1	KTI14|serine/threonine protein kinase HRR25|L000000810	L000000013	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P15891	-	NP_010012	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100219	855897	855449	35980	35568	YPL204W	YNL272C	HRR25	SEC2	KTI14|serine/threonine protein kinase HRR25|L000000810	guanine nucleotide exchange factor SEC2|L000001828	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P17065	-	NP_014127	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100220	855897	853809	35980	34077	YPL204W	YKL056C	HRR25	TMA19	KTI14|serine/threonine protein kinase HRR25|L000000810	MMI1|RBF18	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P35691	-	NP_012867	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100221	855897	854227	35980	34460	YPL204W	YOR061W	HRR25	CKA2	KTI14|serine/threonine protein kinase HRR25|L000000810	YOR29-12|casein kinase 2 catalytic subunit CKA2|L000000344	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P19454	-	NP_014704	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100222	855897	851513	35980	32011	YPL204W	YDL047W	HRR25	SIT4	KTI14|serine/threonine protein kinase HRR25|L000000810	PPH1|type 2A-related serine/threonine-protein phosphatase SIT4|L000001901	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P20604	-	NP_010236	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100223	855897	851403	35980	31910	YPL204W	YDL153C	HRR25	SAS10	KTI14|serine/threonine protein kinase HRR25|L000000810	UTP3|L000003317	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	Q12136	-	NP_010128	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100224	855897	856103	35980	36173	YPL204W	YPL004C	HRR25	LSP1	KTI14|serine/threonine protein kinase HRR25|L000000810	lipid-binding protein LSP1	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	Q12230	-	NP_015321	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100225	855897	853896	35980	34158	YPL204W	YKR026C	HRR25	GCN3	KTI14|serine/threonine protein kinase HRR25|L000000810	AAS2|translation initiation factor eIF2B subunit alpha|L000000682	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P14741	-	NP_012951	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100226	855897	852296	35980	32712	YPL204W	YBR011C	HRR25	IPP1	KTI14|serine/threonine protein kinase HRR25|L000000810	PPA1|inorganic diphosphatase IPP1|L000000872	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P00817	-	NP_009565	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100227	855897	853598	35980	33889	YPL204W	YJR134C	HRR25	SGM1	KTI14|serine/threonine protein kinase HRR25|L000000810	-	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P47166	-	NP_012668	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100228	855897	855609	35980	35712	YPL204W	YNL113W	HRR25	RPC19	KTI14|serine/threonine protein kinase HRR25|L000000810	DNA-directed RNA polymerase core subunit RPC19|AC19|L000001687	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P28000	-	NP_014286	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100229	855897	853717	35980	33996	YPL204W	YKL140W	HRR25	TGL1	KTI14|serine/threonine protein kinase HRR25|L000000810	YKL5|L000002293	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P34163	-	NP_012782	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100230	855897	854883	35980	35052	YPL204W	YML091C	HRR25	RPM2	KTI14|serine/threonine protein kinase HRR25|L000000810	L000001743	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	Q02773	-	NP_013619	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100231	855897	854509	35980	34716	YPL204W	YOR332W	HRR25	VMA4	KTI14|serine/threonine protein kinase HRR25|L000000810	H(+)-transporting V1 sector ATPase subunit E|L000002459	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P22203	-	NP_014977	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100232	855897	855704	35980	35799	YPL204W	YNL027W	HRR25	CRZ1	KTI14|serine/threonine protein kinase HRR25|L000000810	HAL8|TCN1|DNA-binding transcription factor CRZ1|L000004202	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P53968	-	NP_014371	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100233	855897	853347	35980	33659	YPL204W	YJL098W	HRR25	SAP185	KTI14|serine/threonine protein kinase HRR25|L000000810	L000003246	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P40856	-	NP_012437	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100234	853347	855897	33659	35980	YJL098W	YPL204W	SAP185	HRR25	L000003246	KTI14|serine/threonine protein kinase HRR25|L000000810	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P40856	-	NP_012437	P29295	-	NP_015120	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100235	855897	856879	35980	36885	YPL204W	YER138C	HRR25	YER138C	KTI14|serine/threonine protein kinase HRR25|L000000810	gag-pol fusion protein	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	Q03612	-	NP_011064	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100236	855897	854016	35980	34268	YPL204W	YOL149W	HRR25	DCP1	KTI14|serine/threonine protein kinase HRR25|L000000810	MRT2|L000002960|L000003045|S000029311	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	Q12517	-	NP_014492	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100237	855897	852294	35980	32710	YPL204W	YBR009C	HRR25	HHF1	KTI14|serine/threonine protein kinase HRR25|L000000810	histone H4|L000000770	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P02309	-	NP_009563	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100238	855897	856870	35980	36877	YPL204W	YER133W	HRR25	GLC7	KTI14|serine/threonine protein kinase HRR25|L000000810	CID1|DIS2|type 1 serine/threonine-protein phosphatase catalytic subunit GLC7|DIS2S1|PP1|L000000706	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P32598	-	NP_011059	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100239	855897	853714	35980	33993	YPL204W	YKL143W	HRR25	LTV1	KTI14|serine/threonine protein kinase HRR25|L000000810	YKL2|L000000962	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P34078	-	NP_012779	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100240	855897	856311	35980	36353	YPL204W	YPR181C	HRR25	SEC23	KTI14|serine/threonine protein kinase HRR25|L000000810	GTPase-activating protein SEC23|L000001846|S000028412	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P15303	-	NP_015507	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100241	855897	851158	35980	31696	YPL204W	YLR438W	HRR25	CAR2	KTI14|serine/threonine protein kinase HRR25|L000000810	ornithine-oxo-acid transaminase|cargB|L000000217	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P07991	-	NP_013542	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100242	855897	856584	35980	36612	YPL204W	YHR179W	HRR25	OYE2	KTI14|serine/threonine protein kinase HRR25|L000000810	L000001325	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	Q03558	-	NP_012049	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100243	855897	851943	35980	32399	YPL204W	YDR342C	HRR25	HXT7	KTI14|serine/threonine protein kinase HRR25|L000000810	hexose transporter HXT7|L000000841	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P39004	-	NP_010629	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
100244	855897	851271	35980	31798	YPL204W	YAR014C	HRR25	BUD14	KTI14|serine/threonine protein kinase HRR25|L000000810	protein phosphatase regulator BUD14	Affinity Capture-MS	physical	Ho Y (2002)	PUBMED:11805837	559292	559292	High Throughput	-	-	-	-	BIOGRID	P29295	-	NP_015120	P27637	-	NP_009408	-	-	-	-	-	-	Saccharomyces cerevisiae (S288c)	Saccharomyces cerevisiae (S288c)
